username,rank,track_name,artist
owllover23,8,Hampstead,Ariana Grande
owllover23,9,Twilight Zone,Ariana Grande
owllover23,10,post,beabadoobee
tomcatha,1,Demonic Velocities II,The Flying Luttenbachers
tomcatha,2,Hind Wheel,Benjamin Tassie
tomcatha,3,Et Smelter,Dødheimsgard
tomcatha,4,Idolatry,Mystifier
tomcatha,5,Dying Consciousness of an Old God,Acerus
tomcatha,6,Failing Vision,Acerus
tomcatha,7,Fourth Pentacle,Acerus
tomcatha,8,Preparation,Acerus
tomcatha,9,Prevail,Acerus
tomcatha,10,The Caliginous Serenade,Acerus
catherinekuhn,1,Titanic,Earl Sweatshirt
catherinekuhn,2,Eugene,Sufjan Stevens
catherinekuhn,3,Demons,A$AP Rocky
catherinekuhn,4,Peso,A$AP Rocky
catherinekuhn,5,2010,Earl Sweatshirt
catherinekuhn,6,I'm God,Lil B
catherinekuhn,7,solace,Raiuht
catherinekuhn,8,All of Me Wants All of You,Sufjan Stevens
catherinekuhn,9,Death With Dignity,Sufjan Stevens
catherinekuhn,10,Drawn to the Blood,Sufjan Stevens
momoiro5648,1,Snow Borne Sorrow,Nine Horses
momoiro5648,2,The Banality of Evil,Nine Horses
momoiro5648,3,A God in an Alcove,Bauhaus
momoiro5648,4,Dalis Car,Dalis Car
momoiro5648,5,His Box,Dalis Car
momoiro5648,6,Silver Moon,David Sylvian
momoiro5648,7,Growl,EXO
momoiro5648,8,Tempo,EXO
momoiro5648,9,Hey Jealousy,Gin Blossoms
momoiro5648,10,Attention,NewJeans
vikingfrog86,1,Bring The Boys Home,Freda Payne
vikingfrog86,2,Nothing Can Stop Me,Gene Chandler
vikingfrog86,3,Everybody Is A Star - mono single master,Sly & The Family Stone
vikingfrog86,4,Everyday People,Sly & The Family Stone
vikingfrog86,5,Dead & Bloated,Stone Temple Pilots
vikingfrog86,6,And Get Away,The Esquires
vikingfrog86,7,Ask The Lonely,The Four Tops
vikingfrog86,8,Touch A Hand (Make A Friend),The Staple Singers
vikingfrog86,9,A Bird In The Hand (Is Worth Two In The Bush) - Single Version,The Velvelettes
vikingfrog86,10,Higher Plane,Al Green
newman75,1,...and she was beautiful,Before I Turn
newman75,2,Ellipse,Oh Hiroshima
newman75,3,Stasis,City State
newman75,4,"All Is Violent, All Is Bright",God Is an Astronaut
newman75,5,Echoes,God Is an Astronaut
newman75,6,Bereave,Before I Turn
newman75,7,Cold,Before I Turn
newman75,8,Masquerade,Before I Turn
newman75,9,Solitary Forever,Before I Turn
newman75,10,Voyager,Blueshift
HeadfulOfHaze,1,Depression,Ryan Bingham & The Dead Horses
HeadfulOfHaze,2,Words Of Wisdom,2Pac
HeadfulOfHaze,3,Hy A Scullyas Lyf Adhagrow,Aphex Twin
HeadfulOfHaze,4,Can't Keep It In,Cat Stevens
HeadfulOfHaze,5,Fëllënza,Elina Duni Quartet
HeadfulOfHaze,6,Ex-Spectator,Fugazi
HeadfulOfHaze,7,Dream Brother,Jeff Buckley
HeadfulOfHaze,8,Hallucinations from My Poisonous German Streets,Kaki King
HeadfulOfHaze,9,Drops in the Lake,Lord Huron
HeadfulOfHaze,10,I Lied,Lord Huron
chefcarlitos,1,Over The Moon,TOMORROW X TOGETHER
chefcarlitos,2,Back for More (with Anitta),TOMORROW X TOGETHER
chefcarlitos,3,It Isn't Perfect But It Might Be,Olivia Dean
chefcarlitos,4,GPT,STAYC
chefcarlitos,5,Armageddon,aespa
chefcarlitos,6,Girls,aespa
chefcarlitos,7,恋の予感,Anzen Chitai
chefcarlitos,10,Blue Velvet,Lana Del Rey
ford-fiesta,1,Jerkin',Amyl and the Sniffers
ford-fiesta,2,Diamond's Shining Face,Godcaster
ford-fiesta,3,Hertz,Amyl and the Sniffers
ford-fiesta,4,U Should Not Be Doing That,Amyl and the Sniffers
ford-fiesta,5,dogs dinner,Asbestos Salesman
ford-fiesta,6,Weird New Vocation,Computer
ford-fiesta,7,Crossing Guard,Model/Actriz
ford-fiesta,8,Blab Sabbath Lathe of Maiden,of Montreal
ford-fiesta,9,More A Curse,Placement
ford-fiesta,10,Take It or Leave It,The Strokes
Paralytikus,1,Heredity Violated,Defeated Sanity
Paralytikus,2,The Odour Of Sanctity,Defeated Sanity
Paralytikus,3,Accelerating The Rot,Defeated Sanity
Paralytikus,4,Amputationsdrang,Defeated Sanity
Paralytikus,5,Temporal Disintegration,Defeated Sanity
Paralytikus,6,Condemned To Vascular Famine,Defeated Sanity
Paralytikus,7,Extrinsically Enraged,Defeated Sanity
Paralytikus,8,A Patriarchy Perverse,Defeated Sanity
Paralytikus,9,Pustulation With Chronic Proliferation,Insalubrity
Paralytikus,10,Chlamydial Intrauterine Engorgement,Insalubrity
Baghdadoverbomb,1,Prisencolinensinainciusol,Adriano Celentano
Baghdadoverbomb,2,You Put Up Your Umbrella,Boris
Baghdadoverbomb,3,Die Bunge,Cluster & Brian Eno
Baghdadoverbomb,4,Ho Renomo,Cluster & Brian Eno
Baghdadoverbomb,5,Mit Simaen,Cluster & Brian Eno
Baghdadoverbomb,6,Schöne Hände,Cluster & Brian Eno
Baghdadoverbomb,7,Selange,Cluster & Brian Eno
Baghdadoverbomb,8,Steinsame,Cluster & Brian Eno
Baghdadoverbomb,9,Wehrmut,Cluster & Brian Eno
Baghdadoverbomb,10,NISSAN ALTIMA,Doechii
modriskalnins,1,惑星の泪 (Wakusei No Namida),Ichiko Aoba
modriskalnins,2,"24° 3' 27.0"" N, 123° 47' 7.5"" E",Ichiko Aoba
modriskalnins,3,aurora,Ichiko Aoba
modriskalnins,4,Cochlea,Ichiko Aoba
modriskalnins,5,COLORATURA,Ichiko Aoba
modriskalnins,6,FLAG,Ichiko Aoba
modriskalnins,7,Luciférine,Ichiko Aoba
modriskalnins,8,mazamun,Ichiko Aoba
modriskalnins,9,tower,Ichiko Aoba
modriskalnins,10,The Water,Bel Tempo
levialthan,1,MMKAY,BLORG
levialthan,2,Yahman Hard Bass (feat. Blacky Taiki & Onyo On the Cliff),Bar Yahman
levialthan,3,REGULAR,BLORG
levialthan,4,Bartier Cardi (feat. 21 Savage),Cardi B
levialthan,5,Right Thurr,Chingy
levialthan,6,KATAMARI,femtanyl
levialthan,7,Again,Fetty Wap
levialthan,8,"Pop, Lock & Drop It - Video Edit",Huey
levialthan,9,Intentions (feat. Quavo),Justin Bieber
levialthan,10,XOXO - GAL version,LOALO MODELS
ker0senedream,1,If Only,Void of Vision
ker0senedream,2,Dante,Northlane
ker0senedream,3,Into The Dark,Void of Vision
ker0senedream,4,Survivor's Guilt,Alexisonfire
ker0senedream,5,Revolver,CORNER STORE KINGDOM
ker0senedream,6,Even God Has A Hell,Like Moths to Flames
ker0senedream,7,Forgotten,The Plot in You
ker0senedream,8,.44 Caliber Love Letter,Alexisonfire
ker0senedream,9,Complicit,Alexisonfire
ker0senedream,10,STAB BY STAB,AVRALIZE
changyun,1,Something Beautiful,Miley Cyrus
changyun,2,Godstained,Quadeca
changyun,3,SUMMER RENAISSANCE,Beyoncé
changyun,4,THIQUE,Beyoncé
changyun,5,So Hot You're Hurting My Feelings,Caroline Polachek
changyun,6,Honey Water,Japanese Breakfast
changyun,7,sunshine & rain...,Kali Uchis
changyun,8,Girl with No Face,Allie X
changyun,9,Angels in Tibet,Amaarae
changyun,10,AMERICA HAS A PROBLEM,Beyoncé
Katiefayce,1,Emergence,Sleep Token
Katiefayce,2,NFWMB,Hozier
Katiefayce,3,Do I Wanna Know? - BBC Live Lounge,Hozier
Katiefayce,4,Work Song,Hozier
Katiefayce,5,Drag Me Under,Sleep Token
Katiefayce,6,bad decisions,Bad Omens
Katiefayce,7,When The Party's Over - from the room below,Sleep Token
Katiefayce,8,Dethrone,Bad Omens
Katiefayce,9,bad guy,Billie Eilish
Katiefayce,10,Reaper,Fit for a King
maiconslavieiro,1,Emergence,Sleep Token
maiconslavieiro,2,Fata Morgana,Spiritbox
maiconslavieiro,3,Crystal Roses,Spiritbox
maiconslavieiro,4,Keep Sweet,Spiritbox
maiconslavieiro,5,Perfect Soul,Spiritbox
maiconslavieiro,6,Mint,Unprocessed
maiconslavieiro,7,The Longing,Unprocessed
maiconslavieiro,8,"Hello Heaven, Hello",YUNGBLUD
maiconslavieiro,9,Will You Love Me When I’m Dead,Amira Elfeky
maiconslavieiro,10,Outside,breakk.away
Hamadsversion,1,10:36,beabadoobee
Hamadsversion,2,California,beabadoobee
Hamadsversion,3,Charlie Brown,beabadoobee
Hamadsversion,4,ever seen,beabadoobee
Hamadsversion,5,post,beabadoobee
Hamadsversion,6,Sunny day,beabadoobee
Hamadsversion,7,take a bite,beabadoobee
Hamadsversion,8,Talk,beabadoobee
Hamadsversion,9,the perfect pair,beabadoobee
Hamadsversion,10,Locals (Girls like us) [with gabby start],Underscores
lunariarex,1,Absence Persistent,Invent Animate
lunariarex,2,False Meridian,Invent Animate
lunariarex,3,Labyrinthine,Invent Animate
lunariarex,4,Reverie,Invent Animate
lunariarex,5,Shade Astray,Invent Animate
lunariarex,6,Without a Whisper,Invent Animate
lunariarex,7,Elysium,Invent Animate
lunariarex,8,Emberglow,Invent Animate
lunariarex,9,Immolation of Night,Invent Animate
lunariarex,10,Purity Weeps,Invent Animate
vapowrave,1,21 Questions,50 Cent
vapowrave,2,Invisible,Duran Duran
vapowrave,3,Me and the Birds,Duster
vapowrave,4,In Da Club,50 Cent
vapowrave,5,Breathe (feat. Sean Paul) - Rap Version,Blu Cantrell
vapowrave,6,Do My Thing,Busta Rhymes
vapowrave,7,Let Me Fly,DMX
vapowrave,8,Falling On Deaf Ears,Hail the Sun
vapowrave,9,Ain't No Thang,OutKast
vapowrave,10,WALKING IN THE RHYTHM - Live,Fishmans
warjhybrid1,1,G2G,Skrillex
warjhybrid1,2,BABY ROYAL,Skrillex
warjhybrid1,3,WHILE YOU WERE SLEEPING VIP,Skrillex
warjhybrid1,4,"""And You Called"" (interlude)",clipping.
warjhybrid1,6,Where the Wild Things Are,Luke Combs
warjhybrid1,7,ANDY,Skrillex
warjhybrid1,8,BIGGY BAP,Skrillex
warjhybrid1,9,DnB Ting,Skrillex
warjhybrid1,10,"KORABU (feat. Varg2™, Whitearmor, Eurohead, jamesjamesjames)",Skrillex
chivalryintro,1,One Night In Bangkok - Radio Edit / From “Chess” / Remastered 2016,Murray Head
chivalryintro,2,Zjerm,Shkodra Elektronike
chivalryintro,3,Hit That Perfect Beat,Bronski Beat
chivalryintro,4,Időgép,Első Emelet
chivalryintro,5,Centro Di Gravità Permanente - Remastered 2021,Franco Battiato
chivalryintro,6,No Time No Space - Remastered,Franco Battiato
chivalryintro,7,Jég Hátán,Hooligans
chivalryintro,8,Debesis,Intars Busulis
chivalryintro,9,Big Apple,Kajagoogoo
chivalryintro,10,Guaranteed,Level 42
bananaabread,1,Like Someone In Love - Remastered 2004 / Rudy Van Gelder Edition,Art Blakey & The Jazz Messengers
bananaabread,2,Sixtyniner,Boards of Canada
bananaabread,3,The Ivory Antidote,Brent Birckhead
bananaabread,4,El Bozo - Pt. 1,Chick Corea
bananaabread,5,Prelude To El Bozo,Chick Corea
bananaabread,6,The Hilltop,Chick Corea
bananaabread,7,Devil's Pie,D'Angelo
bananaabread,8,"24 Préludes, Op. 28: No. 19 in E-Flat Major",Frédéric Chopin
bananaabread,9,My Advice 2 You,Gang Starr
bananaabread,10,"St. Paul's Suite, Op. 29, No. 2: I. Jig",Gustav Holst
jace-ch,1,Jumpin the Cacc,Food House
jace-ch,2,More Wonkier,Mport
jace-ch,3,everybody's eyes,Food House
jace-ch,4,get it,Food House
jace-ch,5,kutna hora,Food House
jace-ch,6,La La La,Food House
jace-ch,7,Now 2,Food House
jace-ch,8,Orchid,Hamdi
jace-ch,9,How It Feels,Mport
jace-ch,10,MIRCHI TEST,Skrillex
wertee34,1,Like a Stone,Audioslave
wertee34,2,Bleak,Opeth
wertee34,3,Trains,Porcupine Tree
wertee34,4,The Sound Which Has No Name,Xanthochroid
wertee34,5,"Good Soil, Bad Seeds",A Lot Like Birds
wertee34,6,Your Rain,Akira Yamaoka
wertee34,7,Rotten Apple,Alice in Chains
wertee34,8,Buried Alive,Avenged Sevenfold
wertee34,9,Monochrome,Between the Buried and Me
wertee34,10,Batter Up,Brand New
seulementvous,1,One Trick Pony,deadmau5
seulementvous,2,Dazed & Confused,Glen Check
seulementvous,3,Memories,Netzwerk
seulementvous,4,My will - Original Mix,Dream
seulementvous,5,Bad Romance,Lady Gaga
seulementvous,7,Ah W Noss,Nancy Ajram
seulementvous,8,What You Waiting For?,Gwen Stefani
seulementvous,9,Incidental I,Deafheaven
seulementvous,10,Dissertation of an Idle Voice,SeeYouSpaceCowboy...
JohnCross_,1,Opus,"Black Country, New Road"
JohnCross_,2,Forever Turned Around,Whitney
JohnCross_,3,Open My Door,Alice Phoebe Lou
JohnCross_,5,Sunglasses,"Black Country, New Road"
JohnCross_,6,Under Your Spell,Desire
JohnCross_,8,Someday - triple j Like A Version,Julia Jacklin
JohnCross_,9,The Return,Lightning Bug
JohnCross_,10,FUCK,Lola Young
wahoo650,1,Wriggle,clipping.
wahoo650,2,Spiritually Transmitted Disease,Afterbirth
wahoo650,3,Beneath The Tree,Black Label Society
wahoo650,4,Violence,Ceremony
wahoo650,5,Body & Blood,clipping.
wahoo650,6,Amethyst,Deafheaven
wahoo650,7,Doberman,Deafheaven
wahoo650,8,Heathen,Deafheaven
wahoo650,9,Incidental I,Deafheaven
wahoo650,10,Magnolia,Deafheaven
SnowMexican94,1,A Disturbing Serenity,Nosferatu Noise Terror
SnowMexican94,2,Eyeballs Removed,Nosferatu Noise Terror
SnowMexican94,3,I Hate Therefore I Am,Nosferatu Noise Terror
SnowMexican94,4,Intro,Nosferatu Noise Terror
SnowMexican94,5,Not This Time (This Time You Die),Nosferatu Noise Terror
SnowMexican94,6,Raw Grindcore Assault,Nosferatu Noise Terror
SnowMexican94,7,Scenes of War,Nosferatu Noise Terror
SnowMexican94,8,Traitors to the Oath of Ancient Times,Nosferatu Noise Terror
SnowMexican94,9,Triumph of the Blasphemous Warfare,Nosferatu Noise Terror
SnowMexican94,10,⛧,sadomasochistic
dukehightop,1,Kielbasa,Tenacious D
dukehightop,2,Want You Bad,The Offspring
dukehightop,3,Buddy Holly,Weezer
dukehightop,4,All the Small Things,blink-182
dukehightop,5,Demagoguery,Cradle of Filth
dukehightop,6,Ex Sanguine Draculae,Cradle of Filth
dukehightop,7,Malignant Perfection,Cradle of Filth
dukehightop,8,Non Omnis Moriar,Cradle of Filth
dukehightop,9,The Trinity Of Shadows,Cradle of Filth
dukehightop,10,To Live Deliciously,Cradle of Filth
neokid0298,1,"Still Breathing - From ""Inspiraciones: Songs from Milagro""",Evynne Hollens
neokid0298,2,Girl in the Mirror,Abigail Fierce
neokid0298,3,Dreams,Alex G
neokid0298,4,Distant Memory - Country Version,Amanda Kind
neokid0298,5,Peace,Anna Golden
neokid0298,6,Every Little Possible Lie,Anna Porto
neokid0298,7,Little While,Ashley Flake
neokid0298,8,The Bus Stop Conversation,Auric Veil
neokid0298,9,You Don't Deserve My Love,Ava Rush
neokid0298,10,Not Yours To Save,Beth Crowley
lhommewalk,1,Girl with One Eye,Florence + the Machine
lhommewalk,2,YIPPEE-KI-YAY. (feat. T-Pain),Kesha
lhommewalk,3,This Love of Mine,Alex Amen
lhommewalk,4,All Our Lives,Andrew McMahon in the Wilderness
lhommewalk,5,She's Thunderstorms,Arctic Monkeys
lhommewalk,6,the boy is mine,Ariana Grande
lhommewalk,7,Knew You Well,Art Lown
lhommewalk,8,Daisy,Ashnikko
lhommewalk,9,Sway - triple j Like A Version,beabadoobee
lhommewalk,10,take a bite,beabadoobee
covrfeyrac,1,Basic Being Basic,Djo
covrfeyrac,2,When I Come Around,Green Day
covrfeyrac,3,Here is Someone,Japanese Breakfast
covrfeyrac,4,Honey Water,Japanese Breakfast
covrfeyrac,5,Leda,Japanese Breakfast
covrfeyrac,6,Little Girl,Japanese Breakfast
covrfeyrac,7,Magic Mountain,Japanese Breakfast
covrfeyrac,8,Mega Circuit,Japanese Breakfast
covrfeyrac,9,Men in Bars,Japanese Breakfast
covrfeyrac,10,Orlando In Love,Japanese Breakfast
alexownzyou,1,BUTTER KNIFE,Dirt Monkey
alexownzyou,2,Latch,Disclosure
alexownzyou,3,TRAUMA,Josh A
alexownzyou,4,Scary Monsters and Nice Sprites,Skrillex
n3k0punk,1,Die 2night,ANGELMANE
n3k0punk,2,Miley Cyrus,Che
n3k0punk,3,Everyday,Chief Keef
n3k0punk,4,Play Em Like Atari,Drain Gang Archive
n3k0punk,5,Ledwo wstałem,Młody West
n3k0punk,6,BLaTT,Molly Santana
n3k0punk,7,White Owls,smokedope2016
n3k0punk,8,Sweet dreams,Vampyx
n3k0punk,9,6 Dzien Tygodnia,$v3x3r
n3k0punk,10,m0nstrh1ghd01l <33,1Stress
franzmesmer,1,Amor,Këkht Aräkh
franzmesmer,2,(Something),Planning for Burial
franzmesmer,3,Untitled 13,Der Blutharsch
franzmesmer,4,housofpsychoticwomn,Ethel Cain
franzmesmer,5,FOMDJ,Playboi Carti
franzmesmer,6,No One is Ever Going to Want Me,Giles Corey
franzmesmer,7,Who Would Leave Their Son Out in the Sun?,Have a Nice Life
franzmesmer,8,Myspys,Lifelover
franzmesmer,9,"Utica Quarry, Nighttime",Slint
franzmesmer,10,CRANK,Playboi Carti
Boodwazer,1,...Pir Threontai,Rotting Christ
Boodwazer,2,Aealo,Rotting Christ
Boodwazer,3,Demonon Vrosis,Rotting Christ
Boodwazer,4,Dub-Saĝ-Ta-Ke,Rotting Christ
Boodwazer,5,Eon Aenaos,Rotting Christ
Boodwazer,6,Fire Death and Fear,Rotting Christ
Boodwazer,7,Nekron Iahes...,Rotting Christ
Boodwazer,8,Noctis Era,Rotting Christ
Boodwazer,9,Orders From the Dead (Diamanda Galas cover),Rotting Christ
Boodwazer,10,Santa Muerte,Rotting Christ
toke81,1,Doberman,Deafheaven
toke81,2,Amethyst,Deafheaven
toke81,3,Magnolia,Deafheaven
toke81,4,The Garden Route,Deafheaven
toke81,5,Heathen,Deafheaven
toke81,6,Incidental I,Deafheaven
toke81,7,Incidental II (feat. Jae Matthews),Deafheaven
toke81,8,Body Behavior,Deafheaven
toke81,9,Revelator,Deafheaven
toke81,10,Acceptance Speech,Dance Gavin Dance
twinpeaking,1,Sober to Death,Car Seat Headrest
twinpeaking,2,angel dust,gjallarhornit
twinpeaking,3,Lovefool,The Cardigans
twinpeaking,5,Vampire Empire,Big Thief
twinpeaking,6,HOT TO GO!,Chappell Roan
twinpeaking,8,My Meds Aren't Working...,Dystopia
twinpeaking,9,Everlong,Foo Fighters
twinpeaking,10,I Can Fix Him,GEZEBELLE GABURGABLY
phxlpxo,1,Bubblegum,Chase Icon
phxlpxo,2,Bang 2,Chase Icon
phxlpxo,3,Chase Bank,Chase Icon
phxlpxo,4,Job Application,Chase Icon
phxlpxo,5,Detour,Chase Icon
phxlpxo,6,Missed Connections,Chase Icon
phxlpxo,7,IDGAF,Chase Icon
phxlpxo,8,SoCal Girl,Chase Icon
phxlpxo,9,Bands On Me,Chase Icon
phxlpxo,10,Illegally Blonde,Chase Icon
choeveswon,1,2 Chord,Sleeping with Sirens
choeveswon,2,Song For Ciara H,Mitsubishi Suicide
