username,track_name,artist,rank,playcount
NZT3,Collard Greens,ScHoolboy Q,4,5
NZT3,Ammunition,SPELLLING,5,5
NZT3,Soft Spine,Spiritbox,6,5
NZT3,More Than a Woman,Aaliyah,7,4
NZT3,For The Cold Country,"Black Country, New Road",8,4
NZT3,That Girl,Esthero,9,4
NZT3,Together,KAYTRANADA,10,4
Orangeloser7,Mein Herz brennt,Rammstein,1,21
Orangeloser7,Blackest Bile,Giles Corey,2,12
Orangeloser7,Cat's in the Cradle,Harry Chapin,3,11
Orangeloser7,Grave Filled With Books,Giles Corey,4,10
Orangeloser7,The Hills,The Weeknd,5,10
Orangeloser7,Solo,Frank Ocean,6,9
Orangeloser7,Skinny Love,Bon Iver,7,6
Orangeloser7,We Are,Hollywood Undead,8,6
Orangeloser7,Black Sabbath - 2009 Remaster,Black Sabbath,9,5
Orangeloser7,N.I.B. - 2009 Remaster,Black Sabbath,10,5
Charade,Piel canela,"Eydie Gormé, Trío los Panchos",1,11
Charade,Visa från Utanmyra,Jan Johansson,2,6
Charade,Y…,"Eydie Gormé, Trío los Panchos",3,4
Charade,Para Ti,Cal Tjader,4,3
Charade,Media vuelta,"Eydie Gormé, Trío los Panchos",5,3
Charade,"1998-02-08: BBC Radio 1 Essential Mix, Pt 1",Freestylers,6,3
Charade,Gånglek från Älvdalen,Jan Johansson,7,3
Charade,Bludan,Cal Tjader,8,2
Charade,Cal's Pal,Cal Tjader,9,2
Charade,Chispita,Cal Tjader,10,2
citratsu,Cupid,Jack Stauber's Micropop,1,5
citratsu,Anemone,The Brian Jonestown Massacre,2,4
citratsu,Skips A Beat (Over You),The Promise Ring,3,4
citratsu,Trying,Bully,4,3
citratsu,Sweet Jane,Cowboy Junkies,5,3
citratsu,Be Quiet and Drive (Far Away),Deftones,6,3
citratsu,Marigold,Nirvana,7,3
citratsu,All I Think About Now,Pixies,8,3
citratsu,No Surprises,Radiohead,9,3
citratsu,Institutionalized,Suicidal Tendencies,10,3
NPG-Lamb,Go Hard or Go Home,Kylie Minogue,1,4
NPG-Lamb,Shoot'm Up Movies,Mo B. Dick,2,3
NPG-Lamb,Whatever,Texis 99,3,3
NPG-Lamb,I Say OK,The Saturdays,4,3
NPG-Lamb,Nikka Nikka Nikka Nikka Nikka Nikka Five O (Demo),August Darnell,5,2
NPG-Lamb,Get Up (Everybody) - Mousse T. Remix,Byron Stingily,6,2
NPG-Lamb,Milli,DaBaby,7,2
NPG-Lamb,America's Suitehearts,Fall Out Boy,8,2
NPG-Lamb,American Beauty/American Psycho,Fall Out Boy,9,2
NPG-Lamb,Bang the Doldrums,Fall Out Boy,10,2
clouyse,Filho Meu,Thalles Roberto,1,16
clouyse,Girassol - R&B Version,Priscilla Alcantara,2,8
clouyse,O Escudo + Sou Um Milagre - Ao Vivo,Lukas Agustinho,3,6
clouyse,Coisas Que Eu Sei - Ao Vivo No Rio De Janeiro / 2008,Jorge Vercillo,4,5
clouyse,No Evil,SiR,5,5
clouyse,Finesse - Remix; feat. Cardi B,Bruno Mars,6,3
clouyse,Sou um milagre,Padre Marcelo Rossi,7,3
clouyse,Karma,SiR,8,3
clouyse,Fica Atento,2metro,9,2
clouyse,Pedigree,Ari Lennox,10,2
guisgeov,Baila Mi Corazón,Belanova,1,5
guisgeov,Bastards of Young - 2008 Remaster,The Replacements,2,5
guisgeov,Blue Ridge Mountains,Fleet Foxes,3,2
guisgeov,He Doesn't Know Why,Fleet Foxes,4,2
guisgeov,Ragged Wood,Fleet Foxes,5,2
guisgeov,The Shrine / An Argument,Fleet Foxes,6,2
guisgeov,Tiger Mountain Peasant Song,Fleet Foxes,7,2
guisgeov,White Winter Hymnal,Fleet Foxes,8,2
guisgeov,Your Protector,Fleet Foxes,9,2
guisgeov,Marie,Air Borne,10,1
eli-sees-ghosts,"dodger blue (feat. Wallie the Sensei, Siete7x & Roddy Ricch)",Kendrick Lamar,1,4
eli-sees-ghosts,"Good Luck, Babe!",Chappell Roan,2,3
eli-sees-ghosts,gec 2 Ü (Remix) [feat. Dorian Electra],100 gecs,3,2
eli-sees-ghosts,After Last Night (with Thundercat & Bootsy Collins),"Bruno Mars, Anderson .Paak & Silk Sonic",4,2
eli-sees-ghosts,Smokin Out The Window,"Bruno Mars, Anderson .Paak & Silk Sonic",5,2
eli-sees-ghosts,Vroom Vroom,Charli XCX,6,2
eli-sees-ghosts,Wake Up in the Sky,"Gucci Mane, Bruno Mars & Kodak Black",7,2
eli-sees-ghosts,10% (feat. Kali Uchis),KAYTRANADA,8,2
eli-sees-ghosts,All I Wanted,Paramore,9,2
eli-sees-ghosts,Immaterial,Sophie,10,2
fflackoo,Lucky,Crying City,1,33
fflackoo,Urn,Crying City,2,33
fflackoo,Architect,Crying City,3,32
fflackoo,Hard to Love,Crying City,4,32
fflackoo,IKIKY,Crying City,5,32
fflackoo,better (with you),Crying City,6,31
fflackoo,Nervous,Crying City,7,31
fflackoo,stay a while,Crying City,8,31
fflackoo,The Way You Do,Crying City,9,31
fflackoo,Fair,Crying City,10,30
guigui_smalls,Will Anybody Ever Love Me?,Sufjan Stevens,1,5
guigui_smalls,"G’Z UP (with 2 Chainz, Mike Dimes)",Denzel Curry,2,4
guigui_smalls,Godstained,Quadeca,3,4
guigui_smalls,Goodbye Evergreen,Sufjan Stevens,4,4
guigui_smalls,I Love My Wife,Touchdown Jesus,5,4
guigui_smalls,Besties,"Black Country, New Road",6,3
guigui_smalls,For The Cold Country,"Black Country, New Road",7,3
guigui_smalls,Socks,"Black Country, New Road",8,3
guigui_smalls,The Big Spin,"Black Country, New Road",9,3
guigui_smalls,Raio No Terrasu (Jesus Wept),Current 93,10,3
vvioleta_,"Honey, This Mirror Isn't Big Enough for the Two of Us",My Chemical Romance,1,2
vvioleta_,Half Time,Amy Winehouse,2,1
vvioleta_,Take the Box,Amy Winehouse,3,1
vvioleta_,Ageispolis,Aphex Twin,4,1
vvioleta_,Black Treacle,Arctic Monkeys,5,1
vvioleta_,No. 1 Party Anthem,Arctic Monkeys,6,1
vvioleta_,Smile,Avril Lavigne,7,1
vvioleta_,Depression,Black Flag,8,1
vvioleta_,Drinking,bôa,9,1
vvioleta_,Duvet,bôa,10,1
akayg,Tonight,PinkPantheress,1,4
akayg,The Way That I Love You,Ashanti,2,2
akayg,Crazy in Love (feat. JAY-Z),Beyoncé,3,2
akayg,Partition,Beyoncé,4,2
akayg,Anybody,Brandy,5,2
akayg,Chamomile Tea,Chance Thrash,6,2
akayg,Let You Go,Clara La San,7,2
akayg,KISSING IN PUBLIC,Destin Conrad,8,2
akayg,Garden,DudeBS,9,2
akayg,Like That,Future,10,2
CARC1N0GEN,What Was That,Lorde,1,102
CARC1N0GEN,Breaking Into Acting,Matt Berninger,2,18
CARC1N0GEN,Bonnet Of Pins,Matt Berninger,3,15
CARC1N0GEN,MONDAY,Quadeca,4,14
CARC1N0GEN,Anchorage,Warmth,5,13
CARC1N0GEN,Isolation,Warmth,6,13
CARC1N0GEN,Hornet,Christopher Larkin,7,12
CARC1N0GEN,We Hug Now,Sydney Rose,8,12
CARC1N0GEN,Dust,Warmth,9,12
CARC1N0GEN,Hivern,Warmth,10,12
dedhedchemistry,Codeine Crazy,Future,1,3
dedhedchemistry,WONDERLAND,Bladee,2,2
dedhedchemistry,Necropedophile,Cannibal Corpse,3,2
dedhedchemistry,Beach Life-in-Death,Car Seat Headrest,4,2
dedhedchemistry,My Boy (Twin Fantasy),Car Seat Headrest,5,2
dedhedchemistry,Because of Him,Death in June,6,2
dedhedchemistry,Death Is the Martyr of Beauty,Death in June,7,2
dedhedchemistry,He's Disabled,Death in June,8,2
dedhedchemistry,Little Black Angel,Death in June,9,2
dedhedchemistry,The Golden Wedding of Sorrow,Death in June,10,2
s-tac,MONDAY,Quadeca,1,15
s-tac,ロりロっきゅんロぼ♡,Ano,2,2
s-tac,Dark Knight,Jack Harlow,3,2
s-tac,The Colour in Anything,James Blake,4,2
s-tac,"dodger blue (feat. wallie the sensei, siete7x, roddy ricch)",Kendrick Lamar,5,2
s-tac,gloria (with SZA),Kendrick Lamar,6,2
s-tac,"gnx (feat. hitta j3, youngthreat, peysoh)",Kendrick Lamar,7,2
s-tac,heart pt. 6,Kendrick Lamar,8,2
s-tac,hey now (feat. Dody6),Kendrick Lamar,9,2
s-tac,luther (with SZA),Kendrick Lamar,10,2
ShamsRealm,BIANCA,Kanye West,1,12
ShamsRealm,Headphones On,Addison Rae,2,9
ShamsRealm,HEIL HITLER,Kanye West,3,8
ShamsRealm,DINOSAURS,Lupe Fiasco,4,8
ShamsRealm,movies for guys,Jane Remover,5,7
ShamsRealm,ILoveUIHateU,Playboi Carti,6,7
ShamsRealm,Opening Night,The Weeknd,7,7
ShamsRealm,seventeen,Jane Remover,8,6
ShamsRealm,Cousins,Kanye West,9,5
ShamsRealm,Baptized in Fear,The Weeknd,10,5
BallTwister12,Second Hand News - 2004 Remaster,Fleetwood Mac,1,8
BallTwister12,Dreams - 2004 Remaster,Fleetwood Mac,2,7
BallTwister12,Over My Head - 2017 Remaster,Fleetwood Mac,3,7
BallTwister12,Spoon,Cibo Matto,4,6
BallTwister12,マイ・ロスト・シティー,Cero,5,5
BallTwister12,Moonchild,Cibo Matto,6,5
BallTwister12,I'm So Afraid - 2017 Remaster,Fleetwood Mac,7,5
BallTwister12,Rhiannon - 2017 Remaster,Fleetwood Mac,8,5
BallTwister12,Say You Love Me - 2017 Remaster,Fleetwood Mac,9,5
BallTwister12,Hot Water,King Gizzard & The Lizard Wizard,10,5
hyperchromasia,Von dutch,Charli XCX,1,3
hyperchromasia,Ygramul the Many,Full of Hell,2,2
hyperchromasia,Telephone (feat. Beyoncé),Lady Gaga,3,2
hyperchromasia,Jooyeon's Theme,Mowg,4,2
hyperchromasia,Made To Make You Fail,Nails,5,2
hyperchromasia,Halo of Lies,Takafumi Matsubara,6,2
hyperchromasia,365 featuring shygirl,Charli xcx,7,1
hyperchromasia,Infinite Imbalance,Closet Witch,8,1
hyperchromasia,Broken by Light,Converge,9,1
hyperchromasia,Eagles Become Vultures,Converge,10,1
b0c3phus,Bad State of Mind,Treaty Oak Revival,1,6
b0c3phus,Bad Bih 4 Ya (feat. Boston Richey),GloRilla,2,5
b0c3phus,ILBB2 (feat. GloRilla),Jorjiana,3,5
b0c3phus,Stop & Stare,Treaty Oak Revival,4,5
b0c3phus,Man in the Box,Alice in Chains,5,4
b0c3phus,Watermelon,John + Jane Q. Public,6,4
b0c3phus,Sex Type Thing - 2017 Remaster,Stone Temple Pilots,7,4
b0c3phus,In Between,Treaty Oak Revival,8,4
b0c3phus,Rooster (2022 Remaster),Alice in Chains,9,3
b0c3phus,Double Vision,Foreigner,10,3
stuka_,Hold My Liquor,Kanye West,1,15
stuka_,All Day,Kanye West,2,9
stuka_,Saint Pablo,Kanye West,3,9
stuka_,STARGAZING,Travis Scott,4,8
stuka_,Different Day,Playboi Carti,5,7
stuka_,I Spy,Skepta,6,7
stuka_,Lean Beef Patty,JPEGMAFIA,7,6
stuka_,MDMA (feat. Destroy Lonely),Ken Carson,8,6
stuka_,Pyramids,Frank Ocean,9,5
stuka_,️ NASDAQ [V3] (ref. Dem Jointz) (feat. STALONE),Kanye West,10,5
emithyst,Dark Horse,Converge,1,7
emithyst,Wretched World,Converge,2,7
emithyst,Earthmover,Have a Nice Life,3,6
emithyst,Torment Of The Slow Rectal Impalement,Baalsebub,4,4
emithyst,Vicious Muse,Converge,5,3
emithyst,The Pecan Tree,Deafheaven,6,3
emithyst,In Mist She Was Standing,Opeth,7,3
emithyst,Dungeon Of Rats,Baalsebub,8,2
emithyst,Aimless Arrow,Converge,9,2
emithyst,Axe to Fall,Converge,10,2
allyson-,Murder Your Memory,Title Fight,1,5
allyson-,Happiness - Live,Adrianne Lenker,2,3
allyson-,- nick & josefin -,Adrianne Lenker,3,2
allyson-,my angel,Adrianne Lenker,4,2
allyson-,Cow,Alex G,5,2
allyson-,In Love,Alex G,6,2
allyson-,Door,Caroline Polachek,7,2
allyson-,Go as a Dream,Caroline Polachek,8,2
allyson-,Small Curd,Dig Nitty,9,2
allyson-,Feeling Good Today,Faye Webster,10,2
moonexcess,(Sittin' On) The Dock of the Bay,Otis Redding,1,5
moonexcess,Athenian Fighters,The Flight,2,5
moonexcess,Eminence Front,The Who,3,5
moonexcess,Take on Me,a-ha,4,4
moonexcess,Eyes Without a Face,Billy Idol,5,4
moonexcess,We Didn't Start the Fire,Billy Joel,6,4
moonexcess,John the Revelator,Depeche Mode,7,4
moonexcess,Invisible,Duran Duran,8,4
moonexcess,Save a Prayer - 2009 Remaster,Duran Duran,9,4
moonexcess,Guilty Conscience,Kneecap,10,4
TransRights,like JENNIE,Jennie,1,4
TransRights,Motorcycle,Remi Wolf,2,3
TransRights,So Right,Carly Rae Jepsen,3,2
TransRights,What Was That,Lorde,4,2
TransRights,Alone in Miami,Remi Wolf,5,2
TransRights,Cherries & Cream,Remi Wolf,6,2
TransRights,Cinderella,Remi Wolf,7,2
TransRights,Kangaroo,Remi Wolf,8,2
TransRights,Pitiful,Remi Wolf,9,2
TransRights,Soup,Remi Wolf,10,2
spdrmia,Tonight,PinkPantheress,1,11
spdrmia,TURN UP OR DIE,Jane Remover,2,10
spdrmia,Psychoboost feat danny brown,Jane Remover,3,6
spdrmia,Another life (feat. Rema),PinkPantheress,4,5
spdrmia,angels in camo,Jane Remover,5,4
spdrmia,Dancing with your eyes closed,Jane Remover,6,4
spdrmia,Dreamflasher,Jane Remover,7,4
spdrmia,Experimental skin,Jane Remover,8,4
spdrmia,Star people,Jane Remover,9,4
spdrmia,TWICE REMOVED,Jane Remover,10,4
Quackd78,Smooth Operator - Single Version,Sade,1,28
Quackd78,"dodger blue (feat. wallie the sensei, siete7x, roddy ricch)",Kendrick Lamar,2,23
Quackd78,Speed Trials,Elliott Smith,3,20
Quackd78,Life on Mars? - 2015 Remaster,David Bowie,4,15
Quackd78,Sticky,Drake,5,15
Quackd78,Mission,Alex G,6,14
Quackd78,Gyalchester,Drake,7,12
Quackd78,Headlines,Drake,8,9
Quackd78,Rose Parade,Elliott Smith,9,9
Quackd78,gloria (with SZA),Kendrick Lamar,10,8
ppluver25,Tell me I never knew that,Caroline,1,9
ppluver25,Candy,Mk.gee,2,6
ppluver25,Kids,MGMT,3,4
ppluver25,Johnny Cutter,Sematary,4,4
ppluver25,State of Grace (Taylor's Version),Taylor Swift,5,4
ppluver25,Could You be the One,The Radio Dept.,6,4
ppluver25,Fourth Time Around,Bob Dylan,7,3
ppluver25,Visions of Johanna,Bob Dylan,8,3
ppluver25,rinsed,Dean Blunt,9,3
ppluver25,Wooden Girl,Jonatan Leandoer96,10,3
simbachk,Sazuka 160,Kade,1,7
simbachk,GO-GO,KENTENSHI,2,7
simbachk,heartsix,llwll,3,4
simbachk,Rust,Oblast,4,4
simbachk,Lady Love Me (One More Time),George Benson,5,3
simbachk,save file 4,optic core,6,3
simbachk,Never Existed,Sewerslvt,7,3
simbachk,I'm Blessed,The Mississippi Children's Choir,8,3
simbachk,fckfckfck,3l3d3p,9,2
simbachk,Copperpot,Boys Hotel,10,2
fabian_stang,Basic Being Basic,Djo,1,5
fabian_stang,Supercut X Club,JamesXCut,2,4
fabian_stang,What Are You Hungry For?,Paula Jivén,3,4
fabian_stang,2002,Anne-Marie,4,3
fabian_stang,Sticks n' Stones,Benjamin Carter,5,3
fabian_stang,BIRDS OF A FEATHER,Billie Eilish,6,3
fabian_stang,You Are Bad,Emei,7,3
fabian_stang,I’ve seen ur ex,flowerovlove,8,3
fabian_stang,that’s so true,Gracie Abrams,9,3
fabian_stang,Friskis,Kjartan Lauritzen,10,3
HenrikArby,Da Ya Think I'm Sexy?,Rod Stewart,1,2
HenrikArby,Every Picture Tells A Story,Rod Stewart,2,2
HenrikArby,Rhythm of My Heart,Rod Stewart,3,2
HenrikArby,Twistin' The Night Away,Rod Stewart,4,2
HenrikArby,Character Development (Cold Start),156/Silence,5,1
HenrikArby,Target Acquired,156/Silence,6,1
HenrikArby,Surfing on a Rocket,Air,7,1
HenrikArby,Departure to Destruction,Andrew Hulshult,8,1
HenrikArby,My Love,Anna of the North,9,1
HenrikArby,4,Aphex Twin,10,1
sanderkarls1,Perfect Stranger,FKA twigs,1,13
sanderkarls1,Girl Feels Good,FKA twigs,2,11
sanderkarls1,Room of Fools,FKA twigs,3,11
sanderkarls1,Drums of Death,FKA twigs,4,10
sanderkarls1,"Keep It, Hold It",FKA twigs,5,10
sanderkarls1,Striptease,FKA twigs,6,10
sanderkarls1,Eusexua,FKA twigs,7,9
sanderkarls1,Sticky,FKA twigs,8,9
sanderkarls1,24hr Dog,FKA twigs,9,8
sanderkarls1,Childlike Things,FKA twigs,10,8
TheRealSlamJoy,Fascination Street - 2010 Remaster,The Cure,1,14
TheRealSlamJoy,Can II,Hana Stretton,2,5
TheRealSlamJoy,Captains Flat,Hana Stretton,3,4
TheRealSlamJoy,Ducks,Hana Stretton,4,4
TheRealSlamJoy,Monday Loop,TomppaBeats,5,4
TheRealSlamJoy,Can I,Hana Stretton,6,3
TheRealSlamJoy,Captain was a Cow,Hana Stretton,7,3
TheRealSlamJoy,Changing Weather,Hana Stretton,8,3
TheRealSlamJoy,Come Home,Hana Stretton,9,3
TheRealSlamJoy,Micalong,Hana Stretton,10,3
edduno128,Time In Vain,Cleaners From Venus,1,4
edduno128,Corridor Of Dreams,Cleaners From Venus,2,3
edduno128,Factory Boy,Cleaners From Venus,3,3
edduno128,Midnight Cleaners,Cleaners From Venus,4,3
edduno128,Only A Shadow,Cleaners From Venus,5,3
edduno128,This Rainy Decade,Cleaners From Venus,6,3
edduno128,Wivenhoe Bells (II),Cleaners From Venus,7,3
edduno128,Clover,Tall Dwarfs,8,3
edduno128,Louis the First,Tall Dwarfs,9,3
edduno128,Maybe,Tall Dwarfs,10,3
goawaynixty,Headphones On,Addison Rae,1,13
goawaynixty,Fast as You Can,Fiona Apple,2,10
goawaynixty,Someday,The Strokes,3,8
goawaynixty,Francis Forever,Mitski,4,5
goawaynixty,Silver Rocket,Sonic Youth,5,5
goawaynixty,Tell me I never knew that,Caroline,6,4
goawaynixty,High Horse,Kacey Musgraves,7,4
goawaynixty,Tonight,PinkPantheress,8,4
goawaynixty,No One Noticed,The Marías,9,4
goawaynixty,4ever,The Veronicas,10,4
Billy-Shakes,Weird Science,Nacho Picasso,1,9
Billy-Shakes,Aurora To 82nd,Nacho Picasso,2,5
Billy-Shakes,Tubbs & Crockett,Nacho Picasso,3,5
Billy-Shakes,X Country (feat. AJ Suede),Nacho Picasso,4,4
Billy-Shakes,Chrome (Like Ooh),Rapsody,5,4
Billy-Shakes,Bonzai / Terry - From Spotify Studios NYC,Action Bronson,6,2
Billy-Shakes,Kodokushi - Instrumental,Aesop Rock,7,2
Billy-Shakes,Earring - Instrumental,Atmosphere,8,2
Billy-Shakes,Graffiti - Instrumental,Atmosphere,9,2
Billy-Shakes,Peaceful,Chuck Strangers,10,2
hildekbakken,Bilde tå'n Ivers,Åge Aleksandersen,1,2
hildekbakken,Into the Wilderness,Burning Hearts,2,2
hildekbakken,Pumped Up Kicks,Foster the People,3,2
hildekbakken,Kids,MGMT,4,2
hildekbakken,Sista rundan (Studenten),Sportsalleen,5,2
hildekbakken,Ho Hey,The Lumineers,6,2
hildekbakken,Sastanàqqàm,Tinariwen,7,2
hildekbakken,Fire pils og en pizza,Åge Aleksandersen,8,1
hildekbakken,Ce Matin-là,Air,9,1
hildekbakken,"Alan (From ""The Imitation Game"" Soundtrack)",Alexandre Desplat,10,1
Godkatta,Ladies Night,Kool & The Gang,1,3
Godkatta,Where Do You Go,La Bouche,2,3
Godkatta,X-Ray Eyes,LCD Soundsystem,3,3
Godkatta,That Thing You Do!,The Wonders,4,3
Godkatta,G.I.R.L.,8485,5,2
Godkatta,Lollipop (Ode To Jim),Alvvays,6,2
Godkatta,Glasnost,Jahn Teigen,7,2
Godkatta,Get Down Tonight - 2004 Remaster,KC & The Sunshine Band,8,2
Godkatta,"New York, I Love You But You're Bringing Me Down",LCD Soundsystem,9,2
Godkatta,One Touch,LCD Soundsystem,10,2
arabmurda,Wacuka,Avaion,1,9
arabmurda,Feel No Pain,Sade,2,4
arabmurda,I Couldn't Love You More,Sade,3,4
arabmurda,No Ordinary Love,Sade,4,4
arabmurda,#5,Aphex Twin,5,3
arabmurda,Heliosphan,Aphex Twin,6,3
arabmurda,Kimpton,Barry Can't Swim,7,3
arabmurda,King Steps (DESIREE Remix),Disclosure,8,3
arabmurda,CHROMA 009 KR36,Dove,9,3
arabmurda,Otherside,Maribou State,10,3
mar10neeee,Eple,Röyksopp,1,7
mar10neeee,So Easy,Röyksopp,2,7
mar10neeee,Sparks,Röyksopp,3,6
mar10neeee,40 Years Back \ Come,Röyksopp,4,5
mar10neeee,In Space,Röyksopp,5,5
mar10neeee,Poor Leno,Röyksopp,6,5
mar10neeee,Remind Me,Röyksopp,7,5
mar10neeee,She's So,Röyksopp,8,5
mar10neeee,Agitations tropicales,L'Impératrice,9,4
mar10neeee,Éternel été,Ezéchiel Pailhès,10,3
Friisbe,Caramel,Sleep Token,1,14
Friisbe,Final Nail (with Charlotte Sands),Taylor Acorn,2,6
Friisbe,I Think They Know,Broadside,3,5
Friisbe,Over Your Dead Body,Hot Milk,4,5
Friisbe,Wishing You Hell,Taylor Acorn,5,5
Friisbe,7 Minutes in Hell,Chrissy Costanza,6,4
Friisbe,Had Enough,Mouth Culture,7,4
Friisbe,My House - feat. Courtney LaPlante,PVRIS,8,4
Friisbe,Final Nail,Taylor Acorn,9,4
Friisbe,Seeing Red,Architects,10,3
MidasUgoSmith,AAA,FLO,1,3
MidasUgoSmith,Bending My Rules,FLO,2,3
MidasUgoSmith,Bending My Rules (feat. DIXSON),FLO,3,3
MidasUgoSmith,Bending My Rules (Vevo Live),FLO,4,3
MidasUgoSmith,Caught Up,FLO,5,3
MidasUgoSmith,Check,FLO,6,3
MidasUgoSmith,Get It Till I’m Gone,FLO,7,3
MidasUgoSmith,How Does It Feel?,FLO,8,3
MidasUgoSmith,I'm Just A Girl,FLO,9,3
MidasUgoSmith,In My Bag (feat. GloRilla),FLO,10,3
DriveCliff,Dead & Gone,Brother Dege,1,3
DriveCliff,//-,Hood,2,3
DriveCliff,I Love My Wife,Touchdown Jesus,3,3
DriveCliff,Can't Do Without You,Caribou,4,2
DriveCliff,Atom Smasher,Cirith Ungol,5,2
DriveCliff,I Had A Dream,Daniel Johnston,6,2
DriveCliff,Love Wheel,Daniel Johnston,7,2
DriveCliff,Christening the Afterbirth,Incantation,8,2
DriveCliff,Entrantment of Evil,Incantation,9,2
DriveCliff,sprinter,Kalafina,10,2
zilyana,KISSING IN PUBLIC,Destin Conrad,1,10
zilyana,HONEY,Isaiah falls,2,4
zilyana,SEARCHING,Isaiah falls,3,4
zilyana,The Bell,Yeat,4,4
zilyana,2ofus,Chase Shakur,5,3
zilyana,Leave Her,Lucki,6,3
zilyana,Off the Wall,Michael Jackson,7,3
zilyana,Last One Left (feat. Missy Elliott & Lil Gray),Brent Faiyaz,8,2
zilyana,MHMM (with RIMON),Chase Shakur,9,2
zilyana,SEX N SADE,Chase Shakur,10,2
twixxyxd,"Holy, Holy",Geordie Greep,1,4
twixxyxd,Honeycomb Highway,SEGA Sound Team,2,3
twixxyxd,Horizon (Japan CD),Daft Punk,3,2
twixxyxd,Someday We'll All Be Free,Donny Hathaway,4,2
twixxyxd,I Can't Do Without You,George Jackson,5,2
twixxyxd,Alone Again (Naturally),Gilbert O'Sullivan,6,2
twixxyxd,I'll Be Right There,JPEGMAFIA,7,2
twixxyxd,Mirror,Kendrick Lamar,8,2
twixxyxd,Paradigm Shift,Naoshi Mizuta,9,2
twixxyxd,No More Lies,Thundercat,10,2
benf1nn,Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,1,16
benf1nn,October All Over,Unwound,2,14
benf1nn,Waiting Room,Fugazi,3,11
benf1nn,Turnover,Fugazi,4,7
benf1nn,Northern Sky,Nick Drake,5,7
benf1nn,The Sprawl (Album Version),Sonic Youth,6,6
benf1nn,Pictures of You,The Cure,7,6
benf1nn,Frank,Ween,8,6
benf1nn,Sarah,Ween,9,6
benf1nn,The Argus,Ween,10,6
MarnoBando,Seasons (f. Masta Ace) [Deluxe Edition],CunninLynguists,1,25
MarnoBando,Purple,Nas,2,6
MarnoBando,Billy Joe,Benny the Butcher,3,4
MarnoBando,Robert De Niro,Veeze,4,4
MarnoBando,Beautiful Girl,CunninLynguists,5,3
MarnoBando,Remember Me (Abstract/Reality),CunninLynguists,6,3
MarnoBando,Tunevert,Lucki,7,3
MarnoBando,Jazzy Belle,OutKast,8,3
MarnoBando,BACKD00R (feat. Kendrick Lamar & Jhené Aiko),Playboi Carti,9,3
MarnoBando,Stigmata,Ab-Soul,10,2
guusgvd,Si Antes Te Hubiera Conocido,Karol G,1,4
guusgvd,Numéro 9,KEKRA,2,2
guusgvd,Réseaux,Niska,3,2
guusgvd,Salé,Niska,4,2
guusgvd,The Girl From Ipanema,Stan Getz,5,2
guusgvd,...And The Great Cold Death Of The Earth (2016 - Remaster),Agalloch,6,1
guusgvd,A Celebration For The Death Of Man... (2016 - Remaster),Agalloch,7,1
guusgvd,A Desolation Song (2016 - Remaster),Agalloch,8,1
guusgvd,As Embers Dress The Sky - 2016 - Remaster,Agalloch,9,1
guusgvd,Dead Winter Days - 2016 - Remaster,Agalloch,10,1
Vilkonian,É o Poder,Karol Conká,1,4
Vilkonian,Something,Lasgo,2,3
Vilkonian,Diário de Um Detento,Racionais MC's,3,3
Vilkonian,Better Off Alone,Alice Deejay,4,2
Vilkonian,Greedy,Ariana Grande,5,2
Vilkonian,The Rhythm of the Night,Corona,6,2
Vilkonian,Can't Get Over,Kasino,7,2
Vilkonian,Be My Lover,La Bouche,8,2
Vilkonian,Abracadabra,Lady Gaga,9,2
Vilkonian,Chifrudo,Lia Clark,10,2
thy_koosk,Hush Hush,Meira Omar,1,6
thy_koosk,Unathi,El Michels Affair,2,5
thy_koosk,Cheri Cheri Lady,Modern Talking,3,5
thy_koosk,Turn It Around,Lucius,4,4
thy_koosk,Na Kenda - Afro-Acid Mix,Zazou Bikaye,5,4
thy_koosk,Vále,Evangelia,6,3
thy_koosk,We Will Commit Wolf Murder,of Montreal,7,3
thy_koosk,Bury Us Alive,STRFKR,8,3
thy_koosk,Millions,STRFKR,9,3
thy_koosk,Horror Show,The Birthday Massacre,10,3
colorsandfuel,The Bell,Yeat,1,15
colorsandfuel,There's Nothing Holding Me Down,Ensslin,2,10
colorsandfuel,G2G,Skrillex,3,10
colorsandfuel,Sauna,City Morgue,4,9
colorsandfuel,Whisper,Linger Escape,5,9
colorsandfuel,There for you,Neotokyo Police,6,9
colorsandfuel,Hello Juliet,Clarion,7,8
colorsandfuel,Melancholy,Ensslin,8,8
colorsandfuel,Unbearable,Ghost Bath,9,8
colorsandfuel,Headliner,Pretty Sick,10,8
hello-othello,luther (with SZA),Kendrick Lamar,1,4
hello-othello,PUT A LANDLORD iN A LANDFiLL,Damag3,2,3
hello-othello,DEATH ROLL,Doechii,3,3
hello-othello,Both All the Time,Faye Webster,4,3
hello-othello,Hammer,Hana Vu,5,3
hello-othello,golden hour,JVKE,6,3
hello-othello,heart pt. 6,Kendrick Lamar,7,3
hello-othello,man at the garden,Kendrick Lamar,8,3
hello-othello,squabble up,Kendrick Lamar,9,3
hello-othello,wacced out murals,Kendrick Lamar,10,3
Iammarcus3,Baptized in Fear,The Weeknd,1,7
Iammarcus3,No Child Left Behind,Kanye West,2,6
Iammarcus3,If I Didn't Know Better,Luther Vandross,3,6
Iammarcus3,Slow Grind,Muni Long,4,6
Iammarcus3,Taste,Coco Jones,5,5
