username,track_name,artist,rank,playcount
theyspunaweb,Xcxoplex (with Charli XCX),A. G. Cook,1,1
theyspunaweb,Shuffle,Bombay Bicycle Club,2,1
theyspunaweb,Can't Do Without You,Caribou,3,1
theyspunaweb,Bunny Is a Rider,Caroline Polachek,4,1
theyspunaweb,Pang,Caroline Polachek,5,1
theyspunaweb,Welcome to My Island,Caroline Polachek,6,1
theyspunaweb,Naked in Manhattan,Chappell Roan,7,1
theyspunaweb,360,Charli xcx,8,1
theyspunaweb,360 featuring robyn & yung lean,Charli xcx,9,1
theyspunaweb,365,Charli xcx,10,1
andrewtabss,Drop,Tunde Adebimpe,1,5
andrewtabss,Magnetic,Tunde Adebimpe,2,5
andrewtabss,The Most,Tunde Adebimpe,3,5
andrewtabss,Ate The Moon,Tunde Adebimpe,4,4
andrewtabss,Blue,Tunde Adebimpe,5,4
andrewtabss,God Knows,Tunde Adebimpe,6,4
andrewtabss,ILY,Tunde Adebimpe,7,4
andrewtabss,Pinstack,Tunde Adebimpe,8,4
andrewtabss,Somebody New,Tunde Adebimpe,9,4
andrewtabss,Streetlight Nuevo,Tunde Adebimpe,10,4
gabu13,poppop,NCT WISH,1,6
gabu13,ダイヤモンドプリンセスの憂鬱,Bibi,2,5
gabu13,Only cry in the rain,CHUU,3,5
gabu13,Give It Away,Red Hot Chili Peppers,4,5
gabu13,愛♡スクリ～ム！,Aiscream,5,3
gabu13,サンシャインぴっかぴか音頭,Aqours,6,3
gabu13,A Night To Remember,beabadoobee,7,3
gabu13,Sunny day,beabadoobee,8,3
gabu13,the way things go,beabadoobee,9,3
gabu13,WILDFLOWER,Billie Eilish,10,3
gatopochocloo,"Here, There And Everywhere - Remastered 2009",The Beatles,1,306
gatopochocloo,Blinded By the Sun,Gym Class Heroes,2,124
gatopochocloo,vampire,Olivia Rodrigo,3,87
gatopochocloo,Don't Wake Me Up,The Hush Sound,4,77
gatopochocloo,Haunted (Taylor's Version),Taylor Swift,5,64
gatopochocloo,No One Noticed (Extended Spanish),The Marías,6,60
gatopochocloo,Brick by Boring Brick,Paramore,7,55
gatopochocloo,Fences,Paramore,8,54
gatopochocloo,Better Than Revenge (Taylor's Version),Taylor Swift,9,45
gatopochocloo,If You Like It Or Not,The Brobecks,10,42
IndieBritrock,Sexy Boy,Air,1,2
IndieBritrock,Knives Out,Radiohead,2,2
IndieBritrock,EMI,Sex Pistols,3,2
IndieBritrock,Demons,Super Furry Animals,4,2
IndieBritrock,Cores Vivas,Terno Rei,5,2
IndieBritrock,I Want the One I Can't Have - 2011 Remaster,The Smiths,6,2
IndieBritrock,Mourn,Apoptygma Berzerk,7,1
IndieBritrock,Goldfinger,Ash,8,1
IndieBritrock,The New Pollution,Beck,9,1
IndieBritrock,This Is a Low - 2012 Remaster,Blur,10,1
grpesooda,NISSAN ALTIMA,Doechii,1,4
grpesooda,First Time,Hozier,2,3
grpesooda,Jackie and Wilson,Hozier,3,3
grpesooda,My Love Will Never Die,Hozier,4,3
grpesooda,Rocky Road to Dublin,Jack O’Connell,5,3
grpesooda,Dancing Queen,ABBA,6,2
grpesooda,Halo,Beyoncé,7,2
grpesooda,Safe and Sound,Capital Cities,8,2
grpesooda,Attention,Charlie Puth,9,2
grpesooda,All Things End,Hozier,10,2
StrangerBA,Sonho Molhado,Gilberto Gil,1,3
StrangerBA,Tempo Rei,Gilberto Gil,2,3
StrangerBA,É Isso Aí (The Blower's Daughter),Ana Carolina,3,2
StrangerBA,Wave,Antônio Carlos Jobim,4,2
StrangerBA,Palco,Gilberto Gil,5,2
StrangerBA,The Red Blouse,Antônio Carlos Jobim,6,1
StrangerBA,Brasiliana,Baden Powell,7,1
StrangerBA,Se Todos Fossem Iguais A Voce,Baden Powell,8,1
StrangerBA,Solitario,Baden Powell,9,1
StrangerBA,The Shadow Of Your Smile,Baden Powell,10,1
WickedChild2004,St. Thomas,Sonny Rollins,1,7
WickedChild2004,Reets and I,Bud Powell,2,6
WickedChild2004,Shield - 2000 Remaster,Deep Purple,3,5
WickedChild2004,Wring That Neck - 1998 Remaster,Deep Purple,4,5
WickedChild2004,Castles Made of Sand,Jimi Hendrix,5,5
WickedChild2004,Glass Enclosure,Bud Powell,6,4
WickedChild2004,I Want to Be Happy,Bud Powell,7,4
WickedChild2004,Sure Thing,Bud Powell,8,4
WickedChild2004,An Oscar for Treadwell,Charlie Parker,9,4
WickedChild2004,Bloomdido,Charlie Parker,10,4
ahlorelore,I Am Happy,AWOLNATION,1,2
ahlorelore,Mosca Na Sopa,Raul Seixas,2,2
ahlorelore,Wildflower,5 Seconds of Summer,3,1
ahlorelore,Impulse,An Endless Sporadic,4,1
ahlorelore,Hey Brother,Avicii,5,1
ahlorelore,What the Hell,Avril Lavigne,6,1
ahlorelore,California Halo Blue,AWOLNATION,7,1
ahlorelore,Run,AWOLNATION,8,1
ahlorelore,Sound Witness System,AWOLNATION,9,1
ahlorelore,Starlight,BABYMETAL,10,1
Duduomartins,One Way,Bloodhound Gang,1,13
Duduomartins,Mama Say,Bloodhound Gang,2,10
Duduomartins,Fallin',Teenage Fanclub,3,8
Duduomartins,Missing Link,Dinosaur Jr.,4,6
Duduomartins,Migraine,twenty one pilots,5,6
Duduomartins,Cailin,Unwritten Law,6,6
Duduomartins,Devil Trigger,Casey Edwards,7,5
Duduomartins,"Me, Myself & My Microphone",Living Colour,8,5
Duduomartins,Award Tour (Feat. Trugoy The Dove),A Tribe Called Quest,9,4
Duduomartins,I Left My Wallet in El Segundo,A Tribe Called Quest,10,4
RabaneteRadia,Girls On The Beach,The Beach Boys,1,4
RabaneteRadia,Don't Worry Baby,The Beach Boys,2,3
RabaneteRadia,In My Room,The Beach Boys,3,3
RabaneteRadia,Wouldn't It Be Nice,The Beach Boys,4,3
RabaneteRadia,Yer Blues,The Beatles,5,3
RabaneteRadia,Got the Hots (Demo),Michael Jackson,6,2
RabaneteRadia,D'You Know What I Mean?,Oasis,7,2
RabaneteRadia,Ballad Of Ole' Betsy,The Beach Boys,8,2
RabaneteRadia,Be True to Your School,The Beach Boys,9,2
RabaneteRadia,Hushabye,The Beach Boys,10,2
saythissooner,Old Crows,Alexisonfire,1,35
saythissooner,Young Cardinals,Alexisonfire,2,23
saythissooner,Rest My Chemistry,Interpol,3,18
saythissooner,Ritual,The Devil Wears Prada,4,16
saythissooner,After Midnight,Phoenix,5,12
saythissooner,No I in Threesome,Interpol,6,9
saythissooner,For You,The Devil Wears Prada,7,9
saythissooner,aonde mais,Adorável Clichê,8,7
saythissooner,Three Minutes More,Yellowcard,9,6
saythissooner,um sorriso que se vai,Adorável Clichê,10,5
FeudalFM,ADIDAS,The Summer Set,1,9
FeudalFM,Boomerang,The Summer Set,2,3
FeudalFM,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,3,2
FeudalFM,Levels,Avicii,4,2
FeudalFM,See You Again,Breathe Carolina,5,2
FeudalFM,Sweet Nothing (feat. Florence Welch),Calvin Harris,6,2
FeudalFM,The Emptiness Machine,Linkin Park,7,2
FeudalFM,Right Here,Staind,8,2
FeudalFM,Don't You Worry Child - Radio Edit,Swedish House Mafia,9,2
FeudalFM,Chelsea,The Summer Set,10,2
fqrtsmella,Misguided Ghosts,Paramore,1,40
fqrtsmella,(One of Those) Crazy Girls,Paramore,2,4
fqrtsmella,Fast in My Car,Paramore,3,4
fqrtsmella,Ignorance,Paramore,4,4
fqrtsmella,Misery Business,Paramore,5,4
fqrtsmella,Rose-Colored Boy,Paramore,6,4
fqrtsmella,Still Into You,Paramore,7,4
fqrtsmella,The Only Exception,Paramore,8,4
fqrtsmella,When It Rains,Paramore,9,4
fqrtsmella,Ain't It Fun,Paramore,10,3
spaceysofi,Astronomy,Conan Gray,1,3
spaceysofi,Best Friend,Conan Gray,2,3
spaceysofi,Disaster,Conan Gray,3,3
spaceysofi,Ours (Taylor’s Version),Taylor Swift,4,3
spaceysofi,Love You From a Distance,Ashley Kutcher,5,2
spaceysofi,People Watching,Conan Gray,6,2
spaceysofi,Yours,Conan Gray,7,2
spaceysofi,Block Your Number,Maude Latour,8,2
spaceysofi,London Boy,Taylor Swift,9,2
spaceysofi,Stay Beautiful,Taylor Swift,10,2
willcarmody_,All Falls Down,Lizzy McAlpine,1,25
willcarmody_,Close to the Sun,Anna Shoemaker,2,5
willcarmody_,ceilings,Lizzy McAlpine,3,2
willcarmody_,Semi-Charmed Life,Third Eye Blind,4,2
willcarmody_,better off,Ariana Grande,5,1
willcarmody_,blazed (feat. Pharrell Williams),Ariana Grande,6,1
willcarmody_,borderline (feat. Missy Elliott),Ariana Grande,7,1
willcarmody_,breathin,Ariana Grande,8,1
willcarmody_,everytime,Ariana Grande,9,1
willcarmody_,God is a woman,Ariana Grande,10,1
keblz,im a monster in your real life,wifiskeleton,1,60
keblz,DJ CANNIBALS CSGO CULT SAVED MY LIFE (2022),skeleton archive,2,45
keblz,isnt it obvious,wifiskeleton,3,42
keblz,vampyr shawty,*67,4,41
keblz,birthday,wifiskeleton,5,40
keblz,AZAZEL DANCES TO SKELETON,wifiskeleton,6,39
keblz,random title lmao,*67,7,35
keblz,stop reminding me im human,wifiskeleton,8,35
keblz,i hate zombys :pp,*67,9,34
keblz,2008,wifiskeleton,10,34
tihluz,Footlose,The Soundtrackers,1,8
tihluz,Requiem aeternam,Coro De La Abadía Benedictina De Santo Domingo De Silos,2,3
tihluz,Dança de Avivamento,Diego Fernandes,3,3
tihluz,Luto Contra Mim - Ao Vivo,Fraternidade São João Paulo II,4,3
tihluz,Impossível Te Deixar,Gerados pela Imaculada,5,3
tihluz,Doa a Tua Vida,Janayara Lima,6,3
tihluz,Angelus in Latin,Nikolai Gerstner,7,3
tihluz,Californication,Red Hot Chili Peppers,8,3
tihluz,Litaniae sanctorum,Schola Gregoriana Mediolanensis,9,3
tihluz,Blind Spot,Stray Kids,10,3
vitorpdsg,チョコレイト・ディスコ,Perfume,1,13
vitorpdsg,love the world,Perfume,2,10
vitorpdsg,Dream Fighter,Perfume,3,8
vitorpdsg,NIGHT FLIGHT,Perfume,4,7
vitorpdsg,Zero Gravity,Perfume,5,7
vitorpdsg,エレクトロ・ワールド - Album-mix,Perfume,6,6
vitorpdsg,ラヴ・クラウド,Perfume,7,6
vitorpdsg,Take off,Perfume,8,5
vitorpdsg,エレクトロ・ワールド,Perfume,9,5
vitorpdsg,Starry sky,Capsule,10,4
tovelipa,Miracle,Bad Omens,1,5
tovelipa,ARTIFICIAL SUICIDE,Bad Omens,2,4
tovelipa,bad decisions,Bad Omens,3,4
tovelipa,CONCRETE JUNGLE,Bad Omens,4,4
tovelipa,IDWT$,Bad Omens,5,4
tovelipa,Just Pretend,Bad Omens,6,4
tovelipa,Like a Villain,Bad Omens,7,4
tovelipa,Nowhere to Go,Bad Omens,8,4
tovelipa,Take Me First,Bad Omens,9,4
tovelipa,THE DEATH OF PEACE OF MIND,Bad Omens,10,4
heloisangueira,The Screams,Magnolia Park,1,15
heloisangueira,You Keep Me Up At Night,The Driver Era,2,15
heloisangueira,Smash It Like Belushi,Green Day,3,14
heloisangueira,WORSHIP,Magnolia Park,4,12
heloisangueira,cool,Michael Clifford,5,10
heloisangueira,The Weekend,The Driver Era,6,10
heloisangueira,Don't Forget You Love Me,Calum Hood,7,9
heloisangueira,I'M THE MAN (feat. Lauren Sanderson),Stand Atlantic,8,8
heloisangueira,"Always, Everytime",The Wrecks,9,7
heloisangueira,Blood,Bad Omens,10,6
kalliase,Club classics featuring bb trickz,Charli XCX,1,43
kalliase,Headphones On,Addison Rae,2,31
kalliase,Push 2 Start,Tyla,3,21
kalliase,Ya Tabtab Wa Dallaa,Nancy Ajram,4,16
kalliase,"Comptine d'un autre été, L'Après-midi",Yann Tiersen,5,14
kalliase,Carousel,Samia,6,13
kalliase,Mauvais garçon,Helena,7,12
kalliase,HOT TO GO!,Chappell Roan,8,9
kalliase,Shark Brain (feat. Shygirl),Eartheater,9,6
kalliase,Midnight City,M83,10,6
mimilovebug,Nunca Estoy,C. Tangana,1,41
mimilovebug,Párteme La Cara,C. Tangana,2,40
mimilovebug,Comerte Entera,C. Tangana,3,26
mimilovebug,Ingobernable,C. Tangana,4,26
mimilovebug,Tú Me Dejaste De Querer,C. Tangana,5,21
mimilovebug,Demasiadas Mujeres,C. Tangana,6,17
mimilovebug,Nominao,C. Tangana,7,6
mimilovebug,Ass2Mars (Squarepusher Remix),Machine Girl,8,6
mimilovebug,Until I Die (Nikki Nair Remix),Machine Girl,9,6
mimilovebug,Ass2Mars (LSDXOXO Remix),Machine Girl,10,5
maximoiff,Headphones On,Addison Rae,1,10
maximoiff,CUNTISSIMO,Marina,2,4
maximoiff,Aquamarine,Addison Rae,3,3
maximoiff,Diet Pepsi,Addison Rae,4,3
maximoiff,High Fashion,Addison Rae,5,3
maximoiff,Lua Cheia,Marina Sena,6,3
maximoiff,twilight zone,Ariana Grande,7,2
maximoiff,If Only I Could Wait,Bon Iver,8,2
maximoiff,Super Graphic Ultra Modern Girl,Chappell Roan,9,2
maximoiff,The Giver,Chappell Roan,10,2
spookymilena,Thick Skull,Paramore,1,17
spookymilena,Vignette,twenty one pilots,2,16
spookymilena,X-Ray,Inhaler,3,14
spookymilena,Before You I Just Forget,Fontaines D.C.,4,11
spookymilena,Roman Holiday,Fontaines D.C.,5,10
spookymilena,Leif Erikson,Interpol,6,10
spookymilena,Take A Slice,Glass Animals,7,9
spookymilena,Gold Dust Woman - 2004 Remaster,Fleetwood Mac,8,8
spookymilena,Valentine,Inhaler,9,8
spookymilena,Black Madonna,Cage the Elephant,10,7
guywithaqmark,Fake Plastic Trees,Radiohead,1,6
guywithaqmark,Moon Song,Phoebe Bridgers,2,5
guywithaqmark,Adore You,Harry Styles,3,2
guywithaqmark,spring into summer,Lizzy McAlpine,4,2
guywithaqmark,Title Track,The Hotelier,5,2
guywithaqmark,Pharmacist,Alvvays,6,1
guywithaqmark,First Day of My Life,Bright Eyes,7,1
guywithaqmark,Wicked Game,Chris Isaak,8,1
guywithaqmark,A Thousand Years,Christina Perri,9,1
guywithaqmark,Golden,Harry Styles,10,1
luckittycat,My Everything,Ariana Grande,1,42
luckittycat,If I Can't Have You,Shawn Mendes,2,4
luckittycat,Break Free,Ariana Grande,3,3
luckittycat,Into You,Ariana Grande,4,2
luckittycat,Why Try,Ariana Grande,5,2
luckittycat,Start Over,Beyoncé,6,2
luckittycat,What Do You Mean?,Justin Bieber,7,2
luckittycat,Oceanic Feeling,Lorde,8,2
luckittycat,Royals,Lorde,9,2
luckittycat,Sugar,Maroon 5,10,2
AlexandraStersi,Little by Little,The Marías,1,15
AlexandraStersi,Goodnight and Go,Imogen Heap,2,8
AlexandraStersi,Just for Now,Imogen Heap,3,8
AlexandraStersi,Headlock,Imogen Heap,4,6
AlexandraStersi,Hampstead,Ariana Grande,5,5
AlexandraStersi,I Am In Love With You,Imogen Heap,6,5
AlexandraStersi,Slipping Through My Fingers,ABBA,7,4
AlexandraStersi,Heavy,The Marías,8,4
AlexandraStersi,SOS,ABBA,9,3
AlexandraStersi,Super Trouper,ABBA,10,3
siIvertaurus,Drowning,Backstreet Boys,1,3
siIvertaurus,Full Circle,Aerosmith,2,2
siIvertaurus,Hole in My Soul,Aerosmith,3,2
siIvertaurus,What Could Have Been Love,Aerosmith,4,2
siIvertaurus,Forget Me,Lewis Capaldi,5,2
siIvertaurus,How I'm Feeling Now,Lewis Capaldi,6,2
siIvertaurus,Pointless,Lewis Capaldi,7,2
siIvertaurus,Wish You the Best,Lewis Capaldi,8,2
siIvertaurus,Arm's Length,Sam Fender,9,2
siIvertaurus,People Watching,Sam Fender,10,2
nunab,warm,Ariana Grande,1,3
nunab,party 4 u,Charli XCX,2,3
nunab,Dear God,Tate McRae,3,3
nunab,4AM,Biig Piig,4,2
nunab,Naked in Manhattan,Chappell Roan,5,2
nunab,Show Me What,A. G. Cook,6,1
nunab,Supernova (Grimes Remix),aespa,7,1
nunab,bye,Ariana Grande,8,1
nunab,dandelion,Ariana Grande,9,1
nunab,nasty,Ariana Grande,10,1
mirandacvrxl,Eleanor Put Your Boots On,Franz Ferdinand,1,28
mirandacvrxl,Post Break-Up Sex,The Vaccines,2,5
mirandacvrxl,real man,beabadoobee,3,4
mirandacvrxl,Daft Pretty Boys,Bad Suns,4,3
mirandacvrxl,the way things go,beabadoobee,5,3
mirandacvrxl,Seth Cohen,Beach Weather,6,3
mirandacvrxl,Fear of Heights,Been Stellar,7,3
mirandacvrxl,Impacto,Enjambre,8,3
mirandacvrxl,Better in the Dark,Jordana,9,3
mirandacvrxl,Anna Júlia,Los Hermanos,10,3
rafaawera,Two Faced,Linkin Park,1,11
rafaawera,RELAXADA,Katy da Voz e as abusadas,2,6
rafaawera,Stained,Linkin Park,3,6
rafaawera,Yours (feat. Bea Miller),Sueco,4,6
rafaawera,Sports car,Tate McRae,5,6
rafaawera,HAPPY ENDING,Demi Lovato,6,5
rafaawera,VAGABUNDA,Katy da Voz e as abusadas,7,5
rafaawera,Prova,Mayra,8,5
rafaawera,TE AMO SEM CULPA,Carol Biazin,9,4
rafaawera,chupa o juninho,Katy da Voz e as abusadas,10,4
noahsweetwine,True romance,PinkPantheress,1,5
noahsweetwine,Another life (feat. Rema),PinkPantheress,2,4
noahsweetwine,Mosquito,PinkPantheress,3,4
noahsweetwine,Nice to meet you (feat. Central Cee),PinkPantheress,4,4
noahsweetwine,The aisle,PinkPantheress,5,4
noahsweetwine,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,6,3
noahsweetwine,Bury me (feat. Kelela),PinkPantheress,7,3
noahsweetwine,Attack On Bangtan,BTS,8,2
noahsweetwine,Garden of Eden,Lady Gaga,9,2
noahsweetwine,Blue,PinkPantheress,10,2
parkjamin,Mona Lisa,j-hope,1,52
parkjamin,Sweet Dreams (feat. Miguel),j-hope,2,31
parkjamin,Who,Jimin,3,20
parkjamin,FRI(END)S,V,4,18
parkjamin,Running Wild,Jin,5,16
parkjamin,LOST!,RM,6,16
parkjamin,Winter Ahead (with PARK HYO SHIN),V,7,15
parkjamin,I'll Be There,Jin,8,12
parkjamin,Scenery,V,9,12
parkjamin,Outro: Do You Think It Makes Sense?,BTS,10,10
laraxsz,One Percent,Gorillaz,1,9
laraxsz,Before You I Just Forget,Fontaines D.C.,2,8
laraxsz,Souk Eye,Gorillaz,3,7
laraxsz,Your Mother Should Know - Remastered 2009,The Beatles,4,6
laraxsz,D'Yer Wanna Be a Spaceman?,Oasis,5,4
laraxsz,Rain on Tent (Loopable) Pt.11,Rain on Tent (Loopable),6,4
laraxsz,Heavy Rain and Thunderstorm For Sleeping Pt.5,Raindrop Rhythms,7,4
laraxsz,"Sally, When The Wine Runs Out",ROLE MODEL,8,4
laraxsz,"Hello, Goodbye - Remastered 2009",The Beatles,9,4
laraxsz,Please Mister Postman - Remastered 2009,The Beatles,10,4
Alarmando,Headphones On,Addison Rae,1,7
Alarmando,Tonight,PinkPantheress,2,5
Alarmando,Green Light,Lorde,3,4
Alarmando,CUNTISSIMO,Marina,4,4
Alarmando,Froot,Marina,5,4
Alarmando,Diet Pepsi,Addison Rae,6,3
Alarmando,Truly Dreams,Allie X,7,3
Alarmando,Mega Circuit,Japanese Breakfast,8,3
Alarmando,Homemade Dynamite,Lorde,9,3
Alarmando,Sober,Lorde,10,3
celebr1tysk1n,Headphones On,Addison Rae,1,22
celebr1tysk1n,What Was That,Lorde,2,14
celebr1tysk1n,You Oughta Know - 2015 Remaster,Alanis Morissette,3,13
celebr1tysk1n,High Fashion,Addison Rae,4,9
celebr1tysk1n,Garden of Eden,Lady Gaga,5,9
celebr1tysk1n,Killah (feat. Gesaffelstein),Lady Gaga,6,8
celebr1tysk1n,Zombieboy,Lady Gaga,7,8
celebr1tysk1n,Vanish Into You,Lady Gaga,8,7
celebr1tysk1n,Aquamarine,Addison Rae,9,6
celebr1tysk1n,Diet Pepsi,Addison Rae,10,6
wathali,Não Enche,Caetano Veloso,1,43
wathali,Mantenha O Respeito,Planet Hemp,2,35
wathali,You Don't Know Me,Caetano Veloso,3,22
wathali,Watermelon,John + Jane Q. Public,4,17
wathali,My Kind of Woman,Mac DeMarco,5,13
wathali,Ultraviolence,Lana Del Rey,6,12
wathali,Beautiful Boy (Darling Boy) - Remastered 2010,John Lennon,7,11
wathali,England Made Me,Black Box Recorder,8,9
wathali,Shades of Cool,Lana Del Rey,9,9
wathali,Tempo De Amor,Baden Powell,10,8
ungfella,Drifter,Spectre,1,4
ungfella,Enhver til sitt,Burzum,2,3
ungfella,Ancient Tome of Arcane Knowledge,The Wizar'd,3,3
ungfella,Blaspheme,The Wizar'd,4,3
ungfella,Far Away Castles,The Wizar'd,5,3
ungfella,Long Ride Home,The Wizar'd,6,3
ungfella,The Moss That Grew on the Sorcerer’s Grave,The Wizar'd,7,3
ungfella,Turn to Evil,The Wizar'd,8,3
ungfella,Futility,Yakui The Maid,9,3
ungfella,Radiostalking,Yakui The Maid,10,3
EnderBro1945,Smash Your Enemies,Hatebreed,1,8
EnderBro1945,The Rest Of The World,Built Upon Frustration,2,4
EnderBro1945,Bobby Bitch,Bobby Shmurda,3,2
EnderBro1945,Hot N*gga,Bobby Shmurda,4,2
EnderBro1945,Condemned,Dehumanized,5,2
EnderBro1945,Doomed to Die,Dehumanized,6,2
EnderBro1945,Drawn by Blood,Dehumanized,7,2
EnderBro1945,Fade into Obscurity,Dehumanized,8,2
EnderBro1945,Infinite Despair,Dehumanized,9,2
EnderBro1945,Kingdom of Cruelty,Dehumanized,10,2
AlexCnC1095,A Sickly Fruit Born Of Tragic Love,Amun,1,3
AlexCnC1095,Forevermore And Always,Amun,2,3
AlexCnC1095,Spectra And Obsession,Amun,3,3
AlexCnC1095,The Father's Foundation,Amun,4,3
AlexCnC1095,The Mother's Mark,Amun,5,3
AlexCnC1095,Watch For Ghosts,Amun,6,3
AlexCnC1095,Chromatic Aberration,Native Construct,7,2
AlexCnC1095,Chromatic Lights,Native Construct,8,2
AlexCnC1095,Come Hell Or High Water,Native Construct,9,2
AlexCnC1095,Mute,Native Construct,10,2
Radomus,SUPER!! ガチャ責め主義~!!!,EROGURO PHANTASMAGORE,1,18
Radomus,M O E S T R O C I T Y,EROGURO PHANTASMAGORE,2,4
Radomus,Vigilantes,WARGASM (UK),3,4
Radomus,Possession Deepens,WITCHROT,4,4
Radomus,Throat Cutter,WITCHROT,5,4
Radomus,Degradation,Chikoi The Maid,6,3
Radomus,Hang 'Em Low (So the Rats Can Get 'Em),Mantar,7,3
Radomus,Het Leven Ontstegen,Bezwering,8,2
Radomus,Lijf noch lijk,Bezwering,9,2
Radomus,Ondergronds,Bezwering,10,2
IGLASTE,Jeszcze Blizej,Andrzej Piaseczny,1,2
IGLASTE,Flesh for Fantasy,Billy Idol,2,2
IGLASTE,Heartwork,Carcass,3,2
IGLASTE,Here We Go Again,People's Choice,4,2
IGLASTE,O nic nie pytaj (bo nie pytam ja),Yugoton,5,2
IGLASTE,Dreadlock Holiday,10cc,6,1
IGLASTE,In Da Club,50 Cent,7,1
IGLASTE,Compulsion,808 State,8,1
IGLASTE,Dr. Lowfruit (4 A.M. Mix),808 State,9,1
IGLASTE,E Talk,808 State,10,1
TheWrathofThor,Red Passage,Vader,1,10
TheWrathofThor,King Ivory Tower,Rosetta,2,5
TheWrathofThor,Stigma,Ufomammut,3,5
TheWrathofThor,Carnal,Vader,4,5
TheWrathofThor,Fractal Light,Vader,5,5
TheWrathofThor,Satan,Ufomammut,6,4
TheWrathofThor,Slaughterhouse,Chat Pile,7,3
TheWrathofThor,Herr Faust,"Mick Gordon, Fredrik Thordendal",8,3
TheWrathofThor,Sarcophagus,Nile,9,3
TheWrathofThor,I Feel Nothing When You Cry,Thou,10,3
stampy1312,Rip This Hell,Midnight,1,8
stampy1312,Graves Of The Fathers,Cryptopsy,2,4
stampy1312,Deadringer,Knocked Loose,3,4
stampy1312,Wretched Stagnant Blood,Abysmal Torment,4,3
stampy1312,anything,Adrianne Lenker,5,3
stampy1312,Speed Metal Samurai,Bütcher,6,3
stampy1312,Be Quiet and Drive (Far Away),Deftones,7,3
stampy1312,Bloodhail,Have a Nice Life,8,3
stampy1312,Lazarus - 2017 Remaster,Porcupine Tree,9,3
stampy1312,Cyntefyns Fountain - Re-Mastered Version 2025,Absu,10,2
nerovesgo,F.T.S.,Jennie,1,138
nerovesgo,Damn Right (feat. CHILDISH GAMBINO & Kali Uchis),Jennie,2,137
nerovesgo,Filter,Jennie,3,137
nerovesgo,Seoul City,Jennie,4,137
nerovesgo,Starlight,Jennie,5,137
nerovesgo,ZEN,Jennie,6,137
nerovesgo,EXTRAL (feat. Doechii),Jennie,7,136
nerovesgo,Handlebars (feat. Dua Lipa),Jennie,8,136
nerovesgo,Intro : JANE with FKJ,Jennie,9,136
nerovesgo,Start a War,Jennie,10,136
Shirool,Ghost Love Score,Nightwish,1,3
Shirool,I'm Alive,Helloween,2,2
Shirool,I Want My Tears Back,Nightwish,3,2
Shirool,Storytime,Nightwish,4,2
Shirool,Farewell,Avantasia,5,1
Shirool,Lost in Space,Avantasia,6,1
Shirool,No Return,Avantasia,7,1
Shirool,Shelter from the Rain,Avantasia,8,1
Shirool,The Scarecrow,Avantasia,9,1
Shirool,The Seven Angels,Avantasia,10,1
oughhhhh,Dunkelheit,Burzum,1,8
oughhhhh,Al Svartr (The Oath),Emperor,2,8
oughhhhh,Ye Entrancemperium,Emperor,3,6
oughhhhh,Endtime,Katatonia,4,4
oughhhhh,Chanson d'automne,Les Discrets,5,3
oughhhhh,Il mare eterno nella mia anima,岩崎琢,6,3
oughhhhh,Printemps émeraude,Alcest,7,2
oughhhhh,Pull Me Under,Dream Theater,8,2
oughhhhh,Towards the Pantheon,Emperor,9,2
oughhhhh,Les Feuilles de l'olivier,Les Discrets,10,2
Kumorto,Flashpoint Heretic (Flame Thrown),Revenge,1,4
Kumorto,Violation Unit (Balaclava Directive),Revenge,2,4
Kumorto,Heretics,ACxDC,3,3
Kumorto,Glory to Tyrants,Death Fortress,4,3
Kumorto,An Equinox Of Fathomless Disheartenment,Absu,5,2
Kumorto,Sermeot Ar Huelgoat,Caverne,6,2
Kumorto,Interlude,Gauntlet Ring,7,2
Kumorto,"Cries of Pleasure, Heavenly Pain",Gulch,8,2
Kumorto,Self-Inflicted Mental Terror,Gulch,9,2
Kumorto,Aurore,Nécropole,10,2
Yhvgarbage500,No Time For Tomorrow,Century,1,4
Yhvgarbage500,Possessed By The Night,Century,2,4
Yhvgarbage500,Sorceress,Century,3,3
Yhvgarbage500,Children Of The Past,Century,4,2
Yhvgarbage500,Fallen Hero,Century,5,2
Yhvgarbage500,Fly away,Century,6,2
Yhvgarbage500,Necromancer,Century,7,2
Yhvgarbage500,Sacrifice,Century,8,2
Yhvgarbage500,Sign Of The Storm,Century,9,2
Yhvgarbage500,Sinister Star,Century,10,2
Michael_Jordy,Sweet Leaf,Zakk Sabbath,1,8
Michael_Jordy,The Wizard,Zakk Sabbath,2,8
Michael_Jordy,Rust,Black Label Society,3,7
Michael_Jordy,Fairies Wear Boots,Zakk Sabbath,4,7
Michael_Jordy,Iron Man,Zakk Sabbath,5,7
Michael_Jordy,N.I.B.,Zakk Sabbath,6,7
Michael_Jordy,Into The Void,Zakk Sabbath,7,6
Michael_Jordy,Love Reign Down,Black Label Society,8,5
Michael_Jordy,Solitude,Zakk Sabbath,9,5
Michael_Jordy,War Pigs,Zakk Sabbath,10,5
Docktorsex,Hunter,Jonah Quizz,1,8
Docktorsex,On Broken Wings (Curse of a Vampire),Jonah Quizz,2,8
Docktorsex,The Fatal Wounding Gaze,Tales of Medusa,3,4
Docktorsex,Battering Ram,Battle Ram,4,2
